Application_mode,Course,Previous_qualification,Previous_qualification_grade,Mothers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,GDP,Status,Curricular_units_credited_avg,Curricular_units_enrolled_avg,Curricular_units_evaluations_avg,Curricular_units_approved_avg,Curricular_units_grade_avg,Curricular_units_without_evaluations_avg
18,9500,1,115.0,5,115.0,0,0,1,0,0,20,-4.06,Graduate,0.0,7.5,11.0,6.5,12.05125,0.0
1,9254,1,123.0,4,114.3,0,0,1,0,0,19,2.02,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
43,9254,1,140.0,9,126.0,1,0,1,0,0,19,1.74,Dropout,0.0,6.0,6.0,0.0,0.0,0.0
1,171,1,138.0,7,124.0,1,0,0,0,0,19,1.74,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9254,1,132.0,5,122.6,1,0,1,0,1,18,3.51,Graduate,0.0,6.0,6.5,6.0,12.142857142857142,0.0
1,9500,1,140.0,2,133.8,1,0,1,0,0,17,1.74,Enrolled,0.0,8.0,14.0,5.0,12.46,0.0
18,9853,1,117.0,4,113.5,1,0,1,0,0,19,1.79,Graduate,0.0,7.0,9.5,6.0,12.666666666666666,0.0
1,9238,1,125.0,4,122.6,1,0,1,0,0,18,0.79,Enrolled,0.0,6.0,8.5,3.5,11.666666666666668,0.0
7,9500,3,140.0,4,140.0,0,0,1,0,0,25,1.74,Graduate,0.0,8.0,8.0,7.0,14.805714285714286,0.0
1,9238,1,133.1,4,107.0,1,0,1,0,0,19,2.02,Dropout,0.0,6.0,10.5,5.5,11.157142857142857,0.0
53,9085,42,130.0,9,130.0,1,1,0,0,0,24,3.51,Enrolled,5.5,9.0,11.0,7.0,13.0625,0.0
1,9238,1,134.0,4,124.2,1,1,1,0,1,19,-3.12,Graduate,0.0,6.0,6.0,6.0,12.75,0.0
18,9500,1,128.0,9,125.8,0,0,1,0,1,20,-3.12,Enrolled,0.0,8.0,8.0,0.0,0.0,8.0
1,9670,1,115.0,5,108.0,1,0,1,0,1,20,1.79,Graduate,0.0,6.0,7.5,5.0,13.4,0.0
1,9500,1,119.0,4,115.2,1,0,1,0,1,20,0.79,Graduate,0.0,7.5,8.0,7.5,13.21875,0.0
17,9085,1,131.0,4,129.3,1,0,1,0,0,19,-1.7,Graduate,0.0,5.0,10.0,3.5,10.791666666666668,0.5
7,9003,4,120.0,2,120.0,1,0,1,0,0,31,-4.06,Graduate,6.0,12.0,14.0,11.5,13.63986013986014,0.0
1,9085,1,120.0,3,116.7,0,0,1,0,0,20,-3.12,Graduate,0.0,5.0,10.0,3.0,12.666666666666668,1.5
1,9085,1,135.0,4,121.0,1,0,1,0,0,18,-3.12,Enrolled,0.0,5.0,11.0,4.0,11.966666666666667,1.0
17,9853,1,146.0,3,128.2,0,1,1,0,0,18,-1.7,Enrolled,0.0,6.0,9.0,3.5,11.958333333333332,0.0
1,9670,1,133.0,4,121.1,1,0,1,0,0,18,0.79,Graduate,0.0,6.0,8.0,5.5,14.533333333333333,0.0
51,9238,1,122.0,5,112.6,0,1,1,0,0,20,2.02,Enrolled,4.5,10.5,14.0,5.5,11.8125,0.0
17,9085,1,128.0,2,123.3,1,0,1,0,1,20,3.51,Graduate,0.0,6.0,7.0,6.0,13.488095238095237,0.0
17,9670,1,129.0,5,129.4,0,0,1,0,1,19,1.74,Dropout,0.0,6.0,8.5,5.0,12.1625,0.0
17,9147,1,122.0,4,119.9,0,0,1,0,1,21,-1.7,Graduate,0.0,5.0,6.0,5.0,11.8,0.0
1,9500,1,140.0,3,131.6,1,0,1,0,0,18,1.79,Graduate,0.0,7.5,8.5,7.5,13.189722222222223,0.0
51,9070,1,143.0,4,120.0,1,0,1,0,0,21,2.02,Dropout,4.0,10.5,10.5,10.0,12.2,0.0
1,9500,1,118.0,3,110.0,1,0,1,0,0,19,2.02,Enrolled,0.0,7.0,9.5,5.5,12.735714285714284,0.0
44,9238,39,140.0,191,143.0,0,0,1,0,0,20,0.79,Graduate,2.5,6.0,7.5,5.5,13.0,0.0
44,9085,1,140.0,3,140.0,0,0,1,0,0,20,0.79,Enrolled,0.0,6.0,8.0,4.5,13.642857142857142,0.0
1,9670,1,123.0,9,119.2,1,0,1,0,1,18,1.79,Graduate,0.0,6.0,7.0,5.5,14.0,0.0
1,9147,1,140.0,9,124.3,1,0,1,0,1,18,1.79,Graduate,0.0,5.0,6.5,4.5,11.875,0.0
17,9238,1,116.0,7,111.1,1,0,1,0,1,18,3.51,Graduate,0.0,6.0,9.0,6.0,11.583333333333334,0.0
43,9085,39,150.0,6,150.0,1,0,1,0,1,21,1.74,Graduate,1.5,6.0,13.5,4.0,13.142857142857142,1.5
1,9500,1,147.0,5,147.3,0,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,13.966666666666669,0.0
1,9500,1,162.0,5,147.5,1,0,1,0,1,18,-3.12,Graduate,0.0,8.0,8.0,8.0,14.14125,0.0
17,9254,1,108.0,9,108.0,1,0,1,0,1,20,-1.7,Graduate,0.0,6.0,10.0,4.0,11.675,0.0
42,9500,2,130.0,9,130.0,0,0,1,0,1,32,-3.12,Graduate,0.0,8.0,8.0,8.0,14.6625,0.0
39,9991,1,140.0,9,130.0,0,0,1,0,0,34,-3.12,Enrolled,0.0,5.0,5.0,0.0,0.0,0.0
1,9500,1,116.0,3,109.0,1,0,1,0,1,23,2.02,Graduate,0.0,7.5,8.5,7.0,12.831041666666668,0.0
1,9670,1,120.0,4,112.0,1,0,1,0,0,18,3.51,Enrolled,0.0,6.0,10.5,4.5,11.725,0.0
17,8014,1,132.0,5,121.2,0,0,1,0,0,18,1.74,Graduate,0.0,6.0,9.0,5.0,12.5,0.0
43,171,2,140.0,9,140.0,1,0,1,0,0,34,1.74,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
39,8014,1,120.0,4,119.5,0,1,1,0,0,25,3.51,Enrolled,1.0,6.0,6.0,5.0,11.541666666666668,0.0
1,9147,1,136.0,193,125.9,0,0,1,0,0,21,2.02,Graduate,0.0,5.0,7.0,5.0,12.0,0.0
1,9254,1,133.0,0,121.5,1,0,1,0,1,20,0.32,Dropout,0.0,6.0,12.0,0.0,0.0,0.0
1,9238,1,126.0,0,121.5,1,0,1,0,0,18,0.32,Graduate,0.0,6.0,7.0,6.0,11.5,0.0
17,9085,1,142.0,4,132.4,1,0,1,0,0,18,1.79,Graduate,0.0,6.0,11.5,6.0,13.478571428571428,0.0
17,9773,1,121.0,9,122.4,0,0,1,0,0,18,0.79,Graduate,0.0,6.0,6.5,6.0,13.095238095238095,0.0
39,8014,1,134.0,4,110.0,1,0,1,0,0,24,-3.12,Dropout,0.0,6.0,11.0,0.5,5.0,0.0
51,9147,1,140.0,9,120.4,0,1,0,0,0,32,-0.92,Graduate,13.5,14.0,15.0,13.5,10.799450549450547,0.0
39,9254,1,133.1,9,105.0,1,1,0,0,0,24,3.51,Dropout,0.0,6.0,15.0,4.5,10.80952380952381,0.0
1,9238,1,157.0,9,137.8,0,0,1,0,1,18,-4.06,Dropout,0.0,6.0,6.5,3.0,6.916666666666667,0.0
51,9254,1,120.0,9,118.0,0,0,1,0,0,28,3.51,Graduate,0.0,6.0,8.0,5.5,12.728571428571428,0.0
17,9853,1,134.0,4,122.1,1,0,1,0,1,18,1.74,Dropout,0.0,6.0,8.5,5.0,11.833333333333332,0.0
7,9853,3,140.0,0,140.0,1,0,0,0,0,24,-3.12,Dropout,0.0,5.5,11.0,0.0,0.0,0.0
1,9085,1,133.0,4,143.2,0,0,1,0,0,19,0.32,Graduate,0.0,5.0,6.5,5.0,13.8,0.0
39,8014,1,146.0,9,120.5,0,0,1,0,0,44,1.74,Graduate,0.0,6.0,6.0,6.0,14.5,0.0
16,9085,1,130.0,9,119.5,1,0,1,0,1,18,-4.06,Graduate,0.0,6.0,11.5,6.0,13.166666666666668,0.0
1,171,1,151.0,9,147.5,1,0,1,0,0,18,0.32,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
1,9773,1,133.1,90,129.6,0,0,1,0,0,22,0.32,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
18,9853,1,132.0,9,126.1,0,0,1,0,1,18,2.02,Graduate,0.0,7.0,8.0,6.0,12.5,0.0
39,9991,1,110.0,9,160.0,0,0,1,0,0,44,-4.06,Graduate,0.0,5.0,5.0,5.0,12.100000000000001,0.0
39,9853,19,133.1,5,105.5,0,1,1,0,0,33,0.32,Dropout,0.0,6.0,7.0,5.0,11.899999999999999,0.0
39,9853,1,110.0,9,95.5,0,1,0,0,0,32,1.74,Dropout,0.0,5.5,8.0,0.0,0.0,0.0
39,9003,1,133.1,4,107.5,0,0,0,0,0,35,-4.06,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9238,1,105.0,6,106.1,1,0,1,0,0,20,2.02,Graduate,0.0,6.0,6.5,6.0,12.392857142857142,0.0
39,9254,1,160.0,6,116.3,1,0,1,0,0,24,-3.12,Graduate,0.0,6.0,7.5,5.0,12.399999999999999,0.0
1,9500,1,144.0,9,137.4,0,0,1,0,0,19,-0.92,Graduate,0.0,7.5,8.0,7.5,13.882539682539683,0.0
1,9254,1,100.0,5,101.8,1,0,1,0,0,21,1.79,Enrolled,0.0,6.0,7.0,5.0,12.3,0.0
1,9773,1,143.0,4,144.1,1,0,1,1,1,19,-1.7,Graduate,0.0,6.0,6.5,6.0,13.75,0.0
42,9003,1,160.0,9,107.8,1,0,0,1,0,27,-4.06,Dropout,0.0,6.0,9.0,0.0,0.0,0.0
39,9853,1,140.0,9,128.2,0,0,0,0,0,30,-1.7,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
17,171,1,133.1,9,117.0,1,0,1,1,0,21,1.74,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9070,1,116.0,5,110.4,1,0,1,1,0,19,3.51,Graduate,0.0,6.0,7.0,6.0,11.892857142857142,0.0
39,9991,1,120.0,9,170.0,0,0,1,0,0,34,-3.12,Enrolled,0.0,5.0,10.5,3.0,11.625,0.0
43,9500,1,141.0,4,100.0,0,0,1,1,0,18,0.79,Graduate,0.0,7.5,8.5,7.0,12.370535714285714,0.0
1,171,1,110.0,3,117.0,1,0,1,1,0,21,-3.12,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
1,171,1,127.0,1,133.5,1,0,1,1,0,17,-4.06,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
1,9500,1,132.0,4,128.0,1,0,1,0,1,19,0.32,Graduate,0.0,7.0,7.0,6.0,12.966666666666669,0.0
1,9773,1,135.0,9,122.1,1,0,1,1,0,18,-1.7,Graduate,0.0,6.0,6.0,6.0,13.75,0.0
17,9500,1,135.0,9,133.4,1,0,1,0,0,19,2.02,Graduate,0.0,7.5,7.5,7.5,14.247232142857143,0.0
39,9254,1,140.0,9,112.0,0,1,1,0,0,45,-1.7,Dropout,3.0,9.0,10.0,2.5,6.083333333333333,3.0
39,9085,1,133.1,9,130.0,1,0,1,0,0,26,-4.06,Graduate,0.0,6.0,19.0,5.0,12.458333333333332,0.0
39,9991,1,100.0,9,100.0,1,0,1,1,0,51,-1.7,Dropout,0.0,4.5,2.0,0.0,0.0,0.0
39,9773,19,133.1,6,162.0,0,1,1,1,1,49,1.74,Graduate,0.0,6.0,7.5,6.0,13.226190476190476,0.0
42,9500,1,100.0,2,153.0,0,0,1,1,0,22,-4.06,Enrolled,3.5,6.5,7.5,3.5,14.4375,0.0
17,9147,1,137.0,5,131.4,1,0,1,1,0,22,0.32,Dropout,0.0,5.0,7.5,1.5,10.0,0.0
7,9130,3,120.0,1,128.2,0,0,1,0,0,33,-3.12,Dropout,1.0,5.0,9.5,2.0,11.75,0.5
10,9670,1,148.9,9,148.9,0,0,1,0,0,20,-3.12,Graduate,0.0,5.0,6.0,4.5,11.55,0.0
1,9238,1,134.0,7,128.4,1,0,1,0,1,18,1.74,Graduate,0.0,6.0,6.0,6.0,12.083333333333332,0.0
1,9853,1,128.0,9,120.3,1,1,0,0,0,20,1.74,Dropout,0.0,6.0,9.5,2.5,11.333333333333332,0.0
57,9991,1,133.1,4,100.0,0,0,1,0,0,37,3.51,Graduate,5.0,10.0,11.0,8.5,12.514285714285714,0.0
1,9254,1,131.0,9,126.1,1,0,1,1,0,18,0.32,Graduate,0.0,6.0,6.0,6.0,13.583333333333332,0.0
1,9254,1,118.0,9,111.7,1,0,1,0,0,19,1.79,Graduate,0.0,6.0,6.0,6.0,12.333333333333332,0.0
44,9085,39,140.0,3,140.0,1,0,1,0,0,21,1.79,Graduate,1.5,6.0,11.0,5.0,12.9,0.0
1,9500,1,133.0,9,122.2,0,0,1,0,0,20,0.79,Graduate,0.0,7.5,9.0,6.5,12.813095238095237,0.0
1,9500,1,126.0,7,118.7,1,0,1,0,0,19,0.79,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
17,9556,1,125.0,7,121.5,1,0,1,0,0,20,2.02,Dropout,0.0,7.0,12.0,4.0,12.3625,0.0
17,9500,1,138.0,2,134.5,1,0,1,0,0,18,0.79,Graduate,0.0,7.5,7.5,7.5,14.291071428571428,0.0
1,9500,1,140.0,9,127.0,1,0,1,0,0,19,-1.7,Graduate,0.0,8.0,8.0,7.0,13.44285714285714,0.0
1,9238,1,124.0,9,114.2,0,0,1,0,0,18,-4.06,Graduate,0.0,6.0,12.5,4.5,10.916666666666668,0.0
17,9238,1,133.0,7,125.3,1,0,1,0,1,18,-4.06,Graduate,0.0,6.0,6.5,6.0,11.80952380952381,0.0
1,9773,1,127.0,4,120.4,1,0,1,0,0,18,-1.7,Dropout,0.0,3.0,4.0,1.0,5.0,0.0
1,9500,1,138.0,3,123.0,1,0,1,0,0,19,1.79,Enrolled,0.0,7.0,9.0,5.5,13.253333333333334,0.0
1,9556,1,142.0,4,130.5,1,0,1,0,1,18,-0.92,Graduate,0.0,7.5,8.0,7.5,13.138392857142858,0.0
1,9070,1,130.0,9,125.5,1,0,1,0,1,19,2.02,Graduate,0.0,6.0,6.0,6.0,13.833333333333332,0.0
53,9003,42,130.0,9,133.8,0,1,1,0,1,24,3.51,Graduate,6.0,11.5,13.0,11.5,12.741258741258743,0.0
44,9085,39,150.0,9,150.0,0,0,1,0,0,20,1.79,Enrolled,1.5,6.0,13.0,4.0,12.5,0.0
1,9147,1,127.0,5,130.5,1,0,1,0,1,21,-3.12,Graduate,0.0,5.0,6.5,4.5,12.025,0.5
44,9085,39,140.0,4,140.0,0,1,0,0,0,20,-0.92,Dropout,1.0,6.0,12.0,4.5,12.5,0.0
17,9500,1,126.0,3,119.4,1,0,1,0,1,19,-0.92,Graduate,0.0,7.5,8.0,7.5,13.519047619047619,0.0
17,9556,1,139.0,9,121.3,1,0,1,0,1,19,1.74,Graduate,0.0,7.5,8.0,7.5,13.386607142857143,0.0
1,9500,1,141.0,9,126.3,1,0,1,0,0,18,-1.7,Graduate,0.0,8.0,8.0,7.0,13.328571428571427,0.0
1,9085,1,120.0,4,111.6,1,0,1,0,0,19,-0.92,Graduate,0.0,6.0,13.0,5.0,12.5,0.0
17,9147,1,120.0,9,111.3,1,0,1,0,0,21,3.51,Graduate,0.0,5.0,5.0,5.0,12.899999999999999,0.0
1,9853,1,134.0,9,122.5,1,0,1,0,1,19,-4.06,Graduate,0.0,6.0,6.5,6.0,14.5,0.0
1,9254,1,128.0,7,116.5,1,0,1,0,1,18,3.51,Graduate,0.0,6.0,6.5,6.0,13.047619047619047,0.0
17,9070,1,133.0,4,132.0,1,0,1,0,1,17,-4.06,Graduate,0.0,6.0,6.0,6.0,12.75,0.0
18,9853,1,123.0,4,123.7,1,0,1,0,0,19,-4.06,Enrolled,0.0,6.0,8.0,5.0,11.833333333333332,0.0
17,9147,1,118.0,9,117.0,1,0,0,1,0,23,-3.12,Dropout,0.0,5.0,9.0,3.0,11.166666666666668,0.5
1,9670,1,113.0,1,116.5,1,0,1,0,0,19,3.51,Graduate,0.0,6.0,8.5,6.0,12.305555555555557,0.0
1,9500,1,135.0,9,121.5,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,12.916666666666666,0.0
1,9670,1,133.1,5,105.0,1,0,1,0,0,20,-4.06,Graduate,0.0,6.0,8.5,5.5,13.542857142857144,0.0
1,9085,1,130.0,9,121.3,1,0,1,0,1,19,1.74,Graduate,0.0,5.0,5.5,5.0,14.2,0.0
1,9238,1,135.0,3,136.1,1,0,1,0,1,18,1.79,Graduate,0.0,6.0,6.0,6.0,13.833333333333332,0.0
17,9238,1,133.0,9,123.6,0,0,1,0,1,19,0.79,Graduate,0.0,6.0,6.5,6.0,14.571428571428571,0.0
1,9238,1,123.0,4,129.0,1,0,1,0,0,19,1.74,Graduate,0.0,6.0,7.0,6.0,12.0,0.0
17,9500,1,145.0,4,136.8,1,0,1,0,0,18,-3.12,Graduate,0.0,8.0,9.0,8.0,14.3775,1.0
17,9500,1,146.0,3,133.4,1,0,1,0,0,18,0.79,Graduate,0.0,7.5,8.5,7.0,12.771428571428572,0.0
1,9500,1,144.0,7,136.0,1,0,1,0,1,19,0.32,Graduate,0.0,7.0,7.0,6.0,14.15,0.0
1,9500,1,144.0,9,125.8,0,0,1,0,1,19,-1.7,Graduate,0.0,8.0,12.0,7.0,12.471428571428572,0.0
1,9500,1,131.0,2,120.5,0,0,1,0,0,19,0.32,Graduate,0.0,7.0,7.0,6.0,14.15,0.0
1,9500,1,141.0,9,130.2,1,0,1,0,0,21,-4.06,Graduate,0.0,7.5,9.5,7.5,14.059861111111111,0.0
1,9773,1,138.0,2,135.9,1,0,1,0,0,18,0.79,Graduate,0.0,6.0,6.5,6.0,14.761904761904763,0.0
1,9773,1,127.0,9,116.5,0,0,1,0,1,19,2.02,Graduate,0.0,6.0,6.5,6.0,13.726190476190476,0.0
1,9773,1,124.0,99,124.0,0,0,0,0,0,18,-1.7,Dropout,0.0,4.0,4.0,0.0,0.0,0.0
7,8014,3,140.0,4,140.0,0,0,1,0,0,30,1.74,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
17,9130,1,157.0,3,150.9,1,0,1,0,0,18,0.79,Dropout,0.0,6.0,8.0,5.5,15.083333333333332,0.0
1,9500,1,129.0,4,127.3,1,0,1,0,1,20,0.32,Graduate,0.0,7.0,7.0,6.0,12.633333333333333,0.0
39,9670,19,133.1,4,100.0,0,1,0,0,0,25,-3.12,Dropout,0.0,5.0,5.0,5.0,11.899999999999999,0.0
1,9500,1,142.0,5,128.8,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,14.233333333333334,0.0
1,9085,1,133.0,4,119.7,1,0,1,0,0,21,-3.12,Enrolled,0.0,5.0,11.5,4.0,11.766666666666666,1.5
1,9500,1,156.0,2,140.8,0,0,1,0,0,18,-1.7,Graduate,0.0,8.0,8.0,7.0,15.7,0.0
1,9500,1,151.0,9,138.0,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,15.2,0.0
17,9853,1,135.0,2,132.9,1,0,0,0,0,29,-1.7,Dropout,0.0,6.0,8.5,5.5,15.966666666666665,0.0
43,9130,1,140.0,2,140.0,0,0,1,0,0,20,-4.06,Graduate,8.5,14.5,26.5,13.0,12.709821428571429,2.5
7,9500,3,140.0,4,140.0,0,0,1,0,0,26,0.79,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
1,9238,1,100.0,7,99.3,1,0,1,0,0,21,1.79,Graduate,0.0,6.0,7.0,5.5,12.2,0.0
18,9500,1,126.0,5,119.3,0,0,1,0,1,19,-3.12,Graduate,0.0,8.0,9.0,8.0,13.78125,1.0
17,9254,1,123.0,5,113.2,1,1,1,0,0,19,-0.92,Dropout,0.0,6.0,9.0,5.5,11.916666666666666,0.0
17,9773,1,133.1,9,117.0,0,0,1,0,0,21,-4.06,Enrolled,0.0,6.0,8.0,5.0,11.816666666666666,0.0
18,8014,1,137.0,4,123.0,0,1,1,0,0,20,-0.92,Graduate,0.0,6.0,14.0,4.0,11.4,0.0
1,9500,1,138.0,9,127.2,1,0,1,0,1,18,-4.06,Graduate,0.0,7.5,8.0,7.5,13.773125,0.0
1,9773,1,128.0,3,141.0,1,0,0,0,0,20,0.32,Dropout,0.0,6.0,12.5,3.5,11.333333333333332,0.0
1,9238,1,136.0,9,121.7,0,0,1,0,1,20,-0.92,Graduate,0.0,6.0,8.0,6.0,13.151785714285715,0.0
43,9500,1,127.0,4,121.1,0,0,1,0,1,18,-0.92,Enrolled,0.0,7.0,9.0,3.5,12.780000000000001,0.0
16,9070,1,145.0,3,146.1,1,0,1,0,0,18,-3.12,Enrolled,0.0,6.0,6.5,2.5,13.75,0.0
1,9773,1,140.0,9,142.5,1,0,1,0,0,18,-3.12,Graduate,0.0,6.0,7.5,5.5,13.266666666666666,0.0
17,9085,1,138.0,2,126.8,1,0,1,0,0,18,1.74,Enrolled,0.0,5.0,12.0,2.5,11.65,1.0
44,9085,39,150.0,2,150.0,1,0,1,0,0,22,0.79,Graduate,1.5,6.0,8.0,5.5,13.714285714285715,0.0
44,9085,39,150.0,4,150.0,1,0,1,0,0,19,-1.7,Enrolled,0.0,5.0,9.0,2.0,14.166666666666668,0.5
17,9003,1,131.0,9,134.5,1,0,1,0,1,19,1.79,Graduate,0.0,6.0,7.5,6.0,14.666666666666668,0.0
1,9556,1,136.0,9,129.5,1,0,1,0,0,18,-1.7,Graduate,0.0,7.5,8.5,7.5,15.977777777777778,0.0
1,9238,1,117.0,175,113.2,1,1,1,0,0,20,2.02,Graduate,0.0,6.0,7.5,6.0,11.261904761904763,0.0
17,9853,1,158.0,5,140.2,1,0,1,0,0,18,1.74,Dropout,0.0,6.0,9.0,4.5,11.125,0.0
17,9670,1,129.0,5,119.2,1,0,1,0,0,21,3.51,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9238,1,140.0,4,140.7,0,0,1,0,0,19,1.79,Graduate,0.0,6.0,7.0,6.0,12.142857142857142,0.0
1,9500,1,141.0,9,142.3,1,0,1,0,0,18,-3.12,Dropout,0.0,8.0,8.0,8.0,12.82875,0.0
1,9773,1,132.0,90,129.9,1,0,1,0,0,18,0.32,Graduate,0.0,6.0,7.0,5.5,13.533333333333333,0.0
17,171,1,133.0,6,134.8,1,0,1,0,0,18,1.79,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
17,9085,1,109.0,4,104.1,1,1,0,0,1,21,-4.06,Dropout,0.0,6.0,12.0,1.0,6.5,0.0
1,9147,1,135.0,5,122.4,0,1,1,0,0,19,0.79,Graduate,0.0,5.0,9.0,4.5,11.6375,0.0
1,9147,1,122.0,9,120.6,1,0,1,0,1,19,-3.12,Graduate,0.0,5.0,6.5,5.0,12.2,0.0
17,9238,1,118.0,4,112.4,1,0,1,0,0,19,-0.92,Dropout,0.0,6.0,8.5,2.5,5.642857142857143,0.0
1,171,1,174.0,3,157.9,0,0,1,0,0,18,0.79,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
43,9254,1,142.0,9,125.9,0,0,1,0,1,19,1.74,Dropout,0.0,6.0,5.5,0.5,5.0,0.0
17,9500,1,131.0,5,118.4,1,0,1,0,1,20,-0.92,Dropout,0.0,7.5,9.0,7.0,13.755555555555555,0.0
1,9500,1,139.0,1,130.8,1,0,0,0,0,18,-3.12,Dropout,0.0,8.0,9.0,6.0,12.758333333333333,1.0
1,171,1,170.0,8,176.7,1,0,1,0,1,19,2.02,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,9070,1,182.0,5,156.8,1,0,1,0,0,18,1.74,Graduate,0.0,6.0,7.0,6.0,12.958333333333332,0.0
1,9085,1,125.0,3,126.8,0,0,1,0,0,18,2.02,Enrolled,0.0,6.0,14.5,5.0,12.375,0.0
1,9238,1,142.0,5,128.0,0,0,1,0,1,19,-0.92,Graduate,0.0,6.0,8.0,6.0,12.125,0.0
1,9147,1,119.0,4,113.8,1,0,1,0,0,20,0.32,Graduate,0.0,5.0,8.0,4.0,11.766666666666666,0.0
17,9500,1,128.0,4,120.8,1,0,1,0,1,19,-0.92,Graduate,0.0,7.5,10.5,7.5,13.278571428571428,0.0
1,9500,1,150.0,1,130.8,1,0,1,0,0,18,-1.7,Graduate,0.0,8.0,8.0,7.0,13.614285714285714,0.0
39,9254,1,133.1,4,101.0,0,1,1,0,0,25,-4.06,Dropout,0.0,6.0,6.0,0.0,0.0,0.0
17,9070,1,131.0,9,126.1,1,0,0,0,0,18,0.32,Graduate,0.0,6.0,7.5,5.0,11.833333333333332,0.5
1,9773,1,118.0,9,113.8,1,0,1,0,0,19,3.51,Graduate,0.0,6.0,7.0,6.0,12.416666666666668,0.0
17,9556,1,122.0,4,118.3,1,0,1,0,1,19,-4.06,Graduate,0.0,7.5,7.5,7.5,13.204464285714286,0.0
1,9147,1,116.0,5,127.9,0,1,0,0,1,20,-3.12,Dropout,0.0,5.0,12.5,2.0,12.25,0.5
17,9500,1,137.0,5,131.1,1,0,1,0,0,18,0.79,Enrolled,0.0,7.5,9.0,7.0,12.557142857142857,0.0
17,9085,1,128.0,4,117.9,1,0,1,0,0,20,1.74,Graduate,0.0,5.0,12.0,3.5,12.392857142857142,0.5
17,9238,1,123.0,9,115.7,1,0,1,0,0,21,2.02,Graduate,0.0,6.0,7.5,6.0,12.726190476190476,0.0
1,171,1,133.1,2,141.0,1,0,1,0,0,19,-1.7,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
39,8014,12,110.0,7,120.0,0,0,1,0,0,42,1.74,Graduate,0.0,6.0,6.0,6.0,12.666666666666666,0.0
17,9130,1,143.0,2,131.8,1,1,0,0,0,18,3.51,Enrolled,0.0,6.0,10.5,5.0,13.283333333333333,0.0
1,9070,1,150.0,9,131.1,0,0,1,0,1,19,-4.06,Graduate,0.0,6.0,6.5,5.5,13.116666666666667,0.0
1,9254,1,129.0,9,117.8,1,0,1,0,0,18,3.51,Graduate,0.0,6.0,11.0,5.0,12.25,0.0
10,9085,1,140.0,4,140.0,1,0,1,0,0,21,1.74,Graduate,0.0,5.0,5.5,5.0,14.5,0.0
1,9238,1,133.1,5,108.0,0,0,1,0,1,20,-0.92,Graduate,0.0,6.0,7.5,6.0,13.276785714285715,0.0
1,9853,1,132.0,3,122.9,1,0,1,0,0,20,2.02,Graduate,0.0,7.0,7.0,7.0,13.571428571428573,0.0
44,9085,39,130.0,2,130.0,1,0,1,0,0,21,1.79,Enrolled,1.0,6.0,13.0,4.0,12.041666666666668,0.0
1,9500,1,137.0,7,126.0,1,0,1,0,0,19,-4.06,Graduate,0.0,7.5,9.0,7.5,13.704444444444446,0.0
42,9238,1,133.1,4,134.0,0,0,1,0,0,21,0.32,Graduate,8.0,12.0,17.0,10.0,13.136363636363637,0.0
1,9070,1,143.0,151,134.3,1,0,1,0,0,19,3.51,Graduate,0.0,6.0,6.5,6.0,14.904761904761905,0.0
1,9500,1,148.0,9,138.7,0,0,1,0,1,19,-4.06,Graduate,0.0,7.5,10.0,7.5,15.1035,0.0
17,171,1,137.0,4,143.3,1,0,1,0,0,18,-3.12,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
44,9085,39,160.0,9,160.0,1,0,1,0,0,22,-0.92,Graduate,1.0,6.0,10.0,6.0,14.071428571428571,0.0
1,9853,1,112.0,3,111.0,0,0,1,0,0,21,-3.12,Graduate,0.0,6.0,8.5,5.0,13.766666666666666,0.0
17,9254,1,133.0,5,128.5,1,0,1,0,1,18,0.32,Dropout,0.0,6.0,14.0,2.5,10.666666666666668,0.0
1,9500,1,142.0,1,133.0,0,0,1,0,1,20,1.74,Graduate,0.0,8.0,8.0,7.0,14.565714285714288,0.0
17,9670,1,123.0,0,114.6,1,1,0,0,0,18,0.32,Dropout,0.0,5.0,7.0,3.5,11.375,0.0
